biblionumber;document_type;title;subtitle;authors;isbn;ean;date;publisher;pages;abstract;cover_url;holdings;opac_suppressed;list_no;list;list_sort
248716;LIVRE;"Apprendre à gérer des collections patrimoniales en bibliothèque";;"sous la direction de Dominique Coq";979-10-91281-01-0;9791091281010;2012;"Presses de l'Enssib";"1 volume (179 pages)";"Vous venez d'être nommée responsable de la collection patrimoniale d'une bibliothèque mais vous n'êtes pas spécialiste ou vos connaissances sont lointaines. D'où viennent ces vieux livres qui dorment dans la réserve ? Qu'en faire ? A-t-on le droit de s'en débarrasser s'ils paraissent ne servir à personne ? Y en a-t-il qui sont rares et qu'il faudrait mettre en valeur ? Quelques-uns sont catalogués mais c'est loin d'être le cas de tous, comment faire ? Et puis il y a des gravures dans des portefeuilles, des photographies anciennes ici et là Comment savoir si elles ont quelque intérêt ? Dans un coin des magasins, des moisissures sont brusquement apparues et semblent contaminer peu à peu les ouvrages. Comment s'en débarrasser ? Qui prévenir ? Si vous vous posez parfois ces délicates questions, ce manuel est pour vous. (Dominique Coq, responsable scientifique du volume) Éclairé par des retours d'expériences de spécialistes, ce manuel réunit un ensemble raisonné d'informations de base, qui présente la marche à suivre pour appréhender, traiter, signaler et valoriser ces fonds patrimoniaux ; il permet d'en comprendre l'environnement juridique, administratif et documentaire. Un document indispensable pour les professionnels peu formés dans le domaine, confrontés pour la première fois à une collection patrimoniale, ou qui s'y destinent, et désireux d'acquérir les rudiments nécessaires pour la gérer.";;"[{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""025 COQ""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.8 APP""},{""library"": ""OCANI"", ""location"": ""SLO"", ""callnumber"": ""008876""}]";0;11;"fonds pro";title
248992;LIVRE;"L'accès à l'information en ligne";"moteurs, dispositifs et médiations";"Brigitte Simonnot";978-2-7462-3829-9;9782746238299;2012;"Lavoisier | Hermès";"1 vol. (249 p.)";;;"[{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""025.524 SIM""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 SIM""}]";0;11;"fonds pro";title
249764;LIVRE;"L'avenir des bibliothèques";"l'exemple des bibliothèques universitaires";"sous la direction de Florence Roche et Frédéric Saby";979-10-91281-13-3;9791091281133;2013;"Presses de l'Enssib";"1 volume (224 pages)";"L'évolution des bibliothèques est permanente ; du traitement des collections, sanctuarisées. protégées, le métier de bibliothécaire, après s'être emparé des technologies de l'information, est devenu plus technique : il doit aujourd'hui se tourner vers un public plus exigeant. plus inconstant, aux attentes plus imprévisibles et plus diverses. Depuis le vote de la loi relative aux libertés et responsabilités des universités, dite loi LRU, en août 2007, et le passage aux responsabilités et compétences élargies (RCE), les missions, la place de la bibliothèque au sein de la communauté académique ne vont plus de soi. Cet ouvrage s'intéresse donc particulièrement aux bibliothèques universitaires ; il installe l'usager, le lecteur, l'étudiant au centre des réflexions ; il traite des usages des étudiants, du devenir des collections, du rôle des personnels, de la politique de services au public, des indicateurs appropriés et conclut par une vision prospective et stratégique de la bibliothèque. Au-delà des personnels des bibliothèques universitaires, cet essai s'adresse à tous les directeurs et professionnels, quel que soit le type d'établissement ; il nous interroge sur le devenir de nos professions et sur la plus-value apportée à la communauté nationale ; il intéressera à ce titre un lectorat plus large, soucieux de comprendre la place qu'occupe aujourd'hui la bibliothèque dans la construction du savoir.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027.7 AVE""}]";0;11;"fonds pro";title
251144;LIVRE;"Le livre numérique en bibliothèque";"état des lieux et perspectives";"Laurent Soual";978-2-7654-1477-3;9782765414773;2015;"Éditions du Cercle de la librairie";"1 volume (119 pages)";"Le livre numérique en bibliothèque : état des lieux et perspectives. Nous sommes entrés dans l'ère des flux virtuels, qui ne concernent plus seulement des transactions financières mais désormais, et de plus en plus massivement, des contenus informationnels et culturels. Les particuliers sont désormais pour leur grande part équipés d'une manière ou d'une autre de supports connectés, qui leur permettent, en presque toutes circonstances, de lire, écouter et regarder ces contenus mis a leur disposition. L'industrie culturelle qui les produit, les formate et les diffuse obéit à des impératifs économiques qui ne sont pas nécessairement en cohérence, voire qui entrent en confrontation, avec les politiques publiques et avec les intérêts des acteurs culturels historiques, à commencer par les ayants droit. Le monde du livre n'échappe pas à cette tendance qui a déjà bouleversé structurellement la création et la diffusion musicales. Or s'il est un lieu physique associé à la culture et à la connaissance encore parfaitement identifié c'est bien la bibliothèque. Qu'elle soit de « lecture publique » ou universitaire, elle est souvent au centre de la cité ou du campus et s'impose parfois par son architecture volontaire. Pour cette raison la bibliothèque, même troisième lieu, même médiathèque, même numérique, reste le « lieu du livre » dans l'inconscient collectif. Et pour cette raison elle se doit de jouer un rôle actif dans le domaine du livre et de la lecture numérique et assumer pleinement sa mission d'offre alternative à la diffusion massive et formatée de la culture et des connaissances par les industries des contenus et flux numériques. Les interrogations, réflexions et expériences des bibliothécaires en matière de lecture numérique sont désormais nombreuses, variées et nourrissent des débats parfois vifs. Pourtant, plus d'une décennie après le surgissement de l'édition de livres numériques, aucun modèle stable et reconnu par l'ensemble des acteurs de la chaîne du livre numérique, si tant est qu'elle existe vraiment au même titre que la chaîne « papier », ne s'est encore imposé. De ce fait, le rôle des bibliothèques dans cette chaîne reste encore largement à définir. Cet ouvrage présente un état des lieux du livre numérique en bibliothèque, établit une synthèse constructive des tendances actuelles, et propose des perspectives quant au rôle des bibliothèques.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.2 SOU""}]";0;11;"fonds pro";title
251226;LIVRE;"Prestigieuses bibliothèques du monde";;"Jean-François Blondel";978-2-84898-160-4;9782848981604;2013;Oxus;"1 volume (239 pages)";"""Cet ouvrage présente près de soixante bibliothèques, parmi les plus belles et les plus riches du monde. Leurs créateurs étaient des moines, des évêques, des papes, des rois, des mécènes ou des hommes politiques. Tous étaient persuadés que la sauvegarde de la culture et du savoir, et leur transmission au plus grand nombre, étaient nécessaires à l'éducation et à l'élévation des peuples. Les bibliothèques les plus renommées de chaque continent sont décrites, et de splendides photographies agrémentent cette exploration. Même si l'Europe a la part belle, tous les grands berceaux de civilisations de par le monde ont érigé de véritables sanctuaires pour abriter leurs manuscrits les plus sacrés. Ce voyage au cœur des plus grands « Temples du Savoir » nous mènera de Paris à Tokyo, de Mexico à Pékin, de Coimbra à Tombouctou... Sans oublier les plus grandes bibliothèques disparues : Alexandrie, Cordoue, Pergame ou Celsus. Enfin sont présentés quelques manuscrits et incunables, rares et précieux. Le lecteur découvrira les premiers livres imprimés : la Bible de Gutenberg, le Psautier de Mayence, les Chroniques de Nuremberg, mais aussi les mappemondes anciennes ou encore les textes fondamentaux des religions orientales. Un magnifique ouvrage, unique en langue française, qui comblera tous les passionnés du livre.""";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027 BLO""}]";0;11;"fonds pro";title
255077;LIVRE;"A handbook of user experience research & design in libraries";;"Andy Priestner";;9798596805925;2021;"UX Lib";"1 volume (XIII-558 p.)";"""UX is all about your users, getting to know and understand them better and offering a more relevant and valuable service experience as a result. It represents a compelling opportunity to diverge from how library services have been traditionally managed and delivered, focusing on and responding to user needs and behaviours, rather than staff agendas and speculation"". Andy Priestner shares his expertise and adventures in User Experience Research &amp; Design in this eminently readable and practical handbook intended for library staff at all levels. He demonstrates how UX methods and techniques uncover deeper and richer insights than traditional methods and have the potential to actively transform library services by placing users at the centre of all research and design endeavours. Divided into the 4 phases of the Design Council’s Double Diamond model, a wealth of UX research, ideation and design techniques are detailed, alongside numerous case studies from academic and public libraries around the world, chronicling fieldwork successes and failures. The issues facing those seeking to manage, embed and break down barriers to UX are also explored in depth, enhanced by the input of leading international library UX practitioners. This is the perfect toolkit for anyone interested in refocusing a library service around its users.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.5 PRI""}]";0;11;"fonds pro";title
256544;LIVRE;"Histoire du livre et de la lecture";"de l'invention de l'imprimerie à nos jours";"Michel Vernus";"2-950979-50-5 | 2-9509795-0-5";9782950979506;1995;Bibliest;"1 volume (117 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.509 VER""}]";0;11;"fonds pro";title
256573;LIVRE;"Les collections en devenir";"typologie des documents, politique et traitement documentaires";"Adrienne Cazenobe";978-2-7654-0981-6;9782765409816;2010;"Éditions du Cercle de la librairie";"1 volume (304 p.)";"Le premier objectif de ce manuel est de rendre intelligible la nature des collections d'écrits en mettant en évidence la logique des règles bibliothéconomiques de constitution et de traitement des ensembles documentaires. L'ouvrage rend compte du caractère artisanal, à la fois empirique et rationnel, de l'élaboration des concepts fondamentaux de la bibliothéconomie (tels que principes de catalogage, ordre de classement des données informatives, catégories de typologie documentaire, etc.). Les collections des bibliothèques ont connu depuis l'apparition de l'imprimé de constantes évolutions. A une époque récente, de nouvelles nécessités et perspectives de transformation globale sont nées de l'émergence inattendue et de l'explosion extraordinaire de la documentation numérique. Ces évolutions et mutations se sont traduites par des adaptations novatrices dans les processus de constitution et de développement des collections et dans les méthodes de mise en ordre intellectuel et matériel des ensembles documentaires qui, par nature, demeurent toujours ouverts aux accroissements. L'examen des changements qui s'accomplissent en notre temps en matière de dépôt légal, ainsi que dans les pratiques d'acquisition et les modes de référencement, fait apparaître l'existence de deux tendances dominantes, l'une consistant à ramener le numérique dans le giron des imprimés et l'autre visant au contraire à intégrer le papier dans les modes d'appréhension du numérique. L'une et l'autre démarche ont leurs limites. Bien que traitant essentiellement de problèmes d'actualité, l'ouvrage s'attache à donner de nombreuses références historiques qui permettent d'appréhender les débats et choix contemporains sous l'éclairage de la durée. Aussi neufs soient-ils, les problèmes actuels de la bibliothéconomie s'inscrivent ainsi dans la continuité de ceux rencontrés aux époques précédentes.";;"[{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""025.2 CAZ""},{""library"": ""SJA"", ""location"": ""BUR"", ""callnumber"": ""025.2 CAR""},{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""025 CAZ""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.2 CAZ""},{""library"": ""MEDP"", ""location"": ""BUR"", ""callnumber"": ""Z 665 CAZ""}]";0;11;"fonds pro";title
257445;LIVRE;"L'action culturelle en bibliothèque";;"sous la direction de Bernard Huchet et Emmanuèle Payen";978-2-7654-0958-8;9782765409588;2008;"Éditions du Cercle de la librairie";"1 volume (319 pages)";"Depuis dix ans que la première édition de cet ouvrage a paru, l'action culturelle n'a cessé de prendre de l'ampleur à l'intérieur des bibliothèques françaises : une diversité incontestable des programmations (expositions, manifestations orales, ateliers, spectacles et performances, etc.), des espaces d'animations plus nombreux, un souci partagé des professionnels de parfaire leurs pratiques et d'intégrer cette mission, de façon impérative, à celles qui déjà fondent l'établissement. Tout porte à croire que l'action culturelle entre désormais dans une phase de maturité, où les questions concernent moins sa légitimité que sa portée et ses enjeux. Mais la fragilité des structures, de l'organisation, des budgets des établissements de lecture publique, reste de mise et remet parfois en cause cette activité [...]";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""021.26 ACT""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""021 ACT""}]";0;11;"fonds pro";title
244389;LIVRE;"Livres pillés, lectures surveillées";"les bibliothèques françaises sous l'Occupation";"Martine Poulain";978-2-07-012295-0;9782070122950;2008;Gallimard;"1 vol. (587 p.-[4] p. de pl.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020 POU""}]";0;11;"fonds pro";title
241501;LIVRE;"L'univers des livres";"étude historique des origines à la fin du XVIIIe siècle";"Albert Flocon";;;1961;Hermann;"1 volume (707 p.-[8] p. de pl. h. t.)";;;"[{""library"": ""LASH"", ""location"": ""MAG2"", ""callnumber"": ""ML 27953""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.509 FLO""}]";0;11;"fonds pro";title
239720;LIVRE;"Document numérique et société";"actes de la conférence [DocSoc] organisée dans le cadre de la semaine du document numérique à Fribourg, Suisse, les 20 et 21 septembre 2006";"sous la direction de Ghislaine Chartron et Évelyne Broudoux";"2-84365-089-5 | 978-2-84365-089-5";9782843650895;2006;ADBS;"1 volume (342 pages)";;;"[{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""020 CHA""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 CON""}]";0;11;"fonds pro";title
234256;LIVRE;"La recherche et le traitement de l'information";;"Maria del Mar Castellanos, Florie Delacroix-Tessereau, Frédérique Vergnes";"978-2-09-165175-0 | 978-2-09-167377-6";"9782091651750 | 9782091673776";2018;Nathan;"1 volume (143 pages)";"""Rédigé par des professionnelles de l'information-documentation, cet ouvrage présente une méthodologie de la recherche d'information. Il propose des outils, des ressources et des lieux à connaître pour réussir une recherche documentaire. Les conseils et la méthode de travail indiqués dans ce livre guideront le lecteur dans sa démarche, afin qu'il appréhende au mieux les techniques les plus pointues et mène à bien tout projet de recherche (exposé, mémoire, thèse), de l'analyse du sujet à la présentation finale.""";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.524 CAS""}]";0;11;"fonds pro";title
234510;PERIO;"Concours de recrutement de conservateurs";"fonction publique d'Etat, concours externe, concours interne";;;;2008;"Ministère de l'enseignement supérieur et de la recherche ; Inspection générale des bibliothèques | École nationale supérieure des sciences de l'information et des bibliothèques";Vol.;;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020.76 CON""}]";0;11;"fonds pro";title
235907;LIVRE;"Abrégé de la classification décimale de Dewey";;"par Annie Béthery";2-7654-0682-0;9782765406822;1998;"Éd. du Cercle de la librairie";"1 volume (317 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.4 BET""},{""library"": ""SCIEN"", ""location"": ""BUR3"", ""callnumber"": ""025.4 BET""},{""library"": ""LASH"", ""location"": ""BUR"", ""callnumber"": ""Z 696 .D54 BET""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""025.4 BET""},{""library"": ""SCIEN"", ""location"": ""BUR4"", ""callnumber"": ""025.4 BET""},{""library"": ""LASH"", ""location"": ""BUR"", ""callnumber"": ""025.4 BET""},{""library"": ""GEORGEV"", ""location"": ""SL"", ""callnumber"": ""025.431 BET""}]";0;11;"fonds pro";title
236052;LIVRE;"Connaître les publics";"savoir pour agir";"sous la direction de Marie-Hélène Koenig";2-910966-08-9;9782910966089;1998;"Institut de formation des bibliothécaires";"1 vol. (152 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.5 KOE""}]";0;11;"fonds pro";title
236663;LIVRE;"Annuaire des métiers du livre en région Provence-Alpes-Côte d'Azur";;"Office régional de la culture";;;2000;"Office régional de la culture | Ateliers du livre";"141 p";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.5 ANN""}]";0;11;"fonds pro";title
237198;LIVRE;"Actualité des langages documentaires";"les fondements théoriques de la recherche d'information";"Jacques Maniez";"2-84365-060-7 | 2-8436-5060-7";9782843650604;2002;"ADBS Éditions";"1 vol. (395 p.)";;;"[{""library"": ""GEORGEV"", ""location"": ""SL"", ""callnumber"": ""025.4 MAN""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.4 MAN""}]";0;11;"fonds pro";title
237897;LIVRE;"Bibliothécaire, quel métier ?";;"sous la direction de Bertrand Calenge";2-7654-0890-4;9782765408901;2004;"Éditions du Cercle de la librairie";"1 vol. (314 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020.23 CAL""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""020 CAL""}]";0;11;"fonds pro";title
237952;LIVRE;Bibliothèques;"architectures, 1995-2005";"Aldo De Poli";2-7427-4881-4;9782742748815;2004;"Actes Sud | Motta";"1 volume (278 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""022 DEP""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""022 DEP""}]";0;11;"fonds pro";title
238259;LIVRE;"La bibliothèque ""hors les murs""";;"Claudie Tabet";2-7654-0893-9;9782765408932;2004;"Éd. du Cercle de la librairie";"1 vol. (317 p.)";;;"[{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""021 TAB""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""021 TAB""}]";0;11;"fonds pro";title
238410;LIVRE;"Lira bien qui lira le dernier";"lettre libertine sur la lecture";"Hubert Nyssen";"2-8040-1940-3 | 2-930001-59-3";9782804019402;2004;"Éd. Labor | Éd. Espace de libertés";"1 volume (92 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""028 NYS""}]";0;11;"fonds pro";title
238732;MULTI;"Records management";"gestion et conservation des documents en toute sécurité";AFNOR;2-12-217811-6;9782122178119;2004;AFNOR;"1 livre (V-144 p.) | 1 disque optique numérique (CD-ROM)";;;"[{""library"": ""SCIEN"", ""location"": ""CDR1"", ""callnumber"": ""025.04 ASS""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 ASS""}]";0;11;"fonds pro";title
239034;LIVRE;"La presse écrite en France au XXe siècle";;"Laurent Martin";"2-253-11541-X | 978-2-253-11541-0";9782253115410;2005;"Librairie Générale Française";"1 vol. (256 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.17 MAR""}]";0;11;"fonds pro";title
239125;LIVRE;"Le livre";"mutations d'une industrie culturelle";"François Rouet,...";;3303331952497;2007;"La Documentation française";"1 volume (420 pages)";;;"[{""library"": ""GEORGEV"", ""location"": ""SL"", ""callnumber"": ""002 ROU""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.5 ROU""},{""library"": ""BIUTF"", ""location"": ""MAG"", ""callnumber"": ""002 ROU""}]";0;11;"fonds pro";title
259155;LIVRE;"Publier sur Internet";;"Séminaire INRIA, 27 septembre - 1er octobre 2004, Aix-les-Bains";2-84365-072-0;9782843650727;2004;ADBS;"1 volume (248 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.579 SEM""}]";0;11;"fonds pro";title
343486;LIVRE;"Assistance intelligente à la recherche d'informations";;"sous la direction de Éric Gaussier, Marie-Hélène Stéfanini";2-7462-0726-5;9782746207264;2003;"Lavoisier | Hermes Science publ.";"1 volume (319 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.2 ASS""}]";0;11;"fonds pro";title
352809;LIVRE;"La recherche d'information et le travail documentaire";;"Maria del Mar Castellanos, Florie Delacroix-Tessereau, Véronique Delarue... [et al.]";978-2-09-162043-5;9782091620435;2012;Nathan;"1 vol. (143 p.)";"Rédigé par des professionnelles de l'information-documentation, cet ouvrage présente une méthodologie de la recherche d'information. Il propose des outils, des ressources et des lieux à connaître pour réussir une recherche documentaire. Les conseils et la méthode de travail indiqués dans ce livre guideront le lecteur dans sa démarche, afin qu'il appréhende au mieux les techniques les plus pointues et mène à bien tout projet de recherche (exposé, mémoire, thèse), de l'analyse du sujet à la présentation finale.";;"[{""library"": ""SJA"", ""location"": ""SHL"", ""callnumber"": ""025.5 CAS""},{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""025.04 CAS""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.524 REC""},{""library"": ""DRAGUIGNAN"", ""location"": ""PEDAGOGIE"", ""callnumber"": ""025.07 REC""}]";0;11;"fonds pro";title
353877;LIVRE;"Usages et usagers de l'information";"quelles pratiques hier et aujourd'hui ?";"Sophie Ranjard,...";978-2-84365-141-0;9782843651410;2012;"ADBS éd.";"1 vol. (67 p.)";"Après une synthèse des études réalisées sur le sujet, l'auteure présente les outils permettant de mieux connaître les usages des publics, afin de mieux répondre à leurs attentes, d'une part, et aux professionnels de développer leur rôle d'expertise des informations accessibles, notamment sur Internet, d'autre part.";;"[{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""025.04 RAN""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.5 RAN""}]";0;11;"fonds pro";title
355556;LIVRE;"Cataloguer aujourd'hui";"identifier les œuvres, les expressions, les personnes selon RDA-FR";"sous la direction de Claire Toussaint";978-2-7654-1574-9;9782765415749;2018;"Éditions du Cercle de la Librairie";"1 vol. (199 p.)";"""S'adaptant aux nouveaux modes de recherches des lecteurs sur le web, les catalogues de bibliothèques connaissent des évolutions profondes depuis plusieurs années. Afin de prendre en compte cette transformation et ces changements de paradigme, les professionnels chargés du catalogage ou du signalement des collections doivent faire évoluer leurs pratiques et acquérir de nouvelles compétences. Ces mutations concernent tous les types de bibliothèques, bibliothèques territoriales, bibliothèques de l'enseignement supérieur et de la recherche, les professionnels qui récupèrent des notices aussi bien que ceux qui les rédigent. Ouvrage pratique s'inscrivant dans une logique d'accompagnement du changement, cet outil a pour ambition de proposer une aide à la compréhension, l'assimilation et la mise en œuvre des parties du code de catalogage RDA-FR sur les Œuvres, les Expressions et les Personnes. La norme Afnor sur les titres et les noms de personnes, annulée en octobre 2016, est ainsi remplacée. Introduisant les notions d'Œuvre, d'Expression et de Personne, RDA-FR permet de traduire un modèle et une structuration proches des logiques d'élaboration des créations éditoriales. À terme, l'expérience des usagers en sera améliorée, notamment grâce à un meilleur repérage des résultats.""";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.3 CAT""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""025.3 CAT""}]";0;11;"fonds pro";title
355577;LIVRE;"Vers de nouveaux catalogues";;"sous la direction d'Emmanuelle Bermès";978-2-7654-1513-8;9782765415138;2016;"Éditions du Cercle de la librairie";"1 volume (171 pages)";"Des premières heures de l'informatisation aux OPAC dits de 'nouvelle génération', des systèmes intégrés de gestion de bibliothèque (SIGB) aux portails de découverte, les catalogues n'ont cessé de présenter des visages pluriels. Pourtant, l'irruption du Web, le passage au numérique d'une partie significative des ressources documentaires et la remise en cause des formats MARC sont autant de tendances de long terme qui obligent les catalogues à se renouveler. Avec l'émergence d'un nouvel environnement technologique de la 'data' (open data, linked data, data visualisation, big data...), ce ne sont plus tant les catalogues qui comptent que les données qu'ils contiennent, notamment lorsqu'il s'agit de leur diffusion sur le Web. Le paysage actuel des catalogues, tel qu'il se dresse à la lecture des contributions au présent ouvrage, voit les systèmes et pratiques évoluer de manières diverses, prenant inspiration dans un environnement technologique extrêmement stimulant, qui favorise les coopérations et l'inventivité et ouvre de nouveaux possibles. Loin de céder à une vision pessimiste des catalogues traditionnels, cœur de métier des bibliothèques, menacés de disparition, il laisse espérer l'émergence de ""nouveaux catalogues"", qui n'en porteront peut-être plus le nom, mais continueront à constituer la plateforme technologique sur laquelle se construit la mission première des bibliothèques : l'accès de tous à la connaissance et aux savoirs.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 VER""},{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""025.04 BER""}]";0;11;"fonds pro";title
356991;LIVRE;"Concevoir et faire vivre un projet d'établissement en bibliothèque";;"[sous la direction d'Odile Grandet et Anne Morel]";978-2-37546-100-6;9782375461006;2019;"Presses de l'Enssib";"1 volume (154 pages)";"Document de référence fondamental pour le pilotage stratégique des bibliothèques, l'élaboration et la mise en œuvre du projet d'établissement devient une étape incontournable pour les professionnels. Document de prospective, sa construction collaborative est l'occasion de s'interroger collectivement sur le rôle de la bibliothèque, ses missions et son avenir et de prendre du recul par rapport au quotidien. C'est une feuille de route multifonction, un outil professionnel et politique qui est à la fois le préalable indispensable à un projet de construction, un levier de management des équipes et un support de communication et de plaidoyer. Si chaque projet est unique, il repose toutefois sur une démarche et un questionnement que l'on retrouve dans toutes les bibliothèques, petites, grandes ou en réseau, qu’elles soient universitaires ou territoriales. Par où commencer et avec qui travailler ? Comment inscrire ce chantier dans le calendrier des équipes ? Comment réaliser un diagnostic partagé, créer des outils de dialogue ? Quelles sont les étapes de la formalisation du document, puis de leur évaluation ? Mettant l’accent sur la démarche de projet, les 19 contributeurs de ce manuel présentent un outillage méthodologique éprouvé, modélisable pour chaque situation et éclairé par des retours d’expériences. Ce livre s’adresse à l’ensemble des professionnels s'engageant dans la mise en place d'un projet d’établissement, ou de son renouvellement, de la conception à la réalisation.";;"[{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""025 GRA""},{""library"": ""BIUTF"", ""location"": ""BUR"", ""callnumber"": ""020 CON""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""022 CON""}]";0;11;"fonds pro";title
358137;LIVRE;"Les bibliothèques de proximité";;"Stéphanie Khoury & Maël Rannou";978-2-38377-083-1;9782383770831;2022;"Presses universitaires Blaise Pascal";"1 volume (62 p.)";"Existant dans des modèles extrêmement divers, les bibliothèques territoriales sont en mutations constantes depuis des décennies. Si la fonction documentaire reste centrale, s'y sont ajoutées celles de lieu de croisement, d'action culturelle, de formation, de rencontre communautaire, d'accès au numérique. La liste est sans cesse mise à jour, plus encore durant la pandémie de Covid, qui les a à la fois affirmées comme lieux de « première nécessité » tout en les limitant au prêt. Dans cet ouvrage, Stéphanie Khoury et Maël Rannou décryptent les poids symboliques et politiques de ces lieux essentiels et analysent leurs dynamiques actuelles.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.5 KHO""}]";0;11;"fonds pro";title
358275;LIVRE;"Les archives";;"Sophie Cœuré, Vincent Duclert";978-2-348-04365-9;9782348043659;2019;"La Découverte";"1 volume (126 pages)";"Au coeur de la mémoire nationale et des trajectoires individuelles, les archives en France ne sont pas seulement un symbole. Le terme désigne en effet les millions de documents produits ou reçus par les administrations, les entreprises, les associations, les individus, mais aussi les services publics et privés qui les collectent, les conservent et les communiquent, ainsi que les dépôts et les salles de lecture. Les archives sont à la source de l'histoire et sont mobilisées par les sciences sociales, autant qu'elles restitutent les activités des administrations, des associations, des entreprises... L'exigence actuelle de transparence publique, la recrudescence des conflits mémoriels placent aujourd'hui archivistes, généalogistes, historiens et citoyens devant des enjeux considérables, proprement politiques et de portée internationale. Cet ouvrage se propose de guider le lecteur à travers cet univers mal connu en présentant les transformations de la législation, les mutations institutionnelles des services de conservation et de communication, les défis nouveaux des usages des archives et de l'entrée dans l'ère du document numérique.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027 COE""}]";0;11;"fonds pro";title
358295;LIVRE;"Métiers en (r)évolution";dossier;;;9770006200131;2017;Enssib;"1 vol. (175 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""023 BUL""}]";0;11;"fonds pro";title
